Id,salePrice
1461,124521.3489
1462,156230.2171
1463,162795.5269
1464,180992.2806
1465,185119.3373
1466,175564.4055
1467,178447.4127
1468,165012.7825
1469,218903.371
1470,109006.5155
1471,188149.6107
1472,91174.98062
1473,83317.52836
1474,135672.9901
1475,115024.3174
1476,361571.2728
1477,234282.4767
1478,311749.4921
1479,307442.2447
1480,436744.83
1481,295092.7788
1482,205157.2106
1483,183729.9091
1484,177016.181
1485,198907.6778
1486,207702.9639
1487,303638.3906
1488,0
1489,194701.2999
1490,236914.6142
1491,216130.4909
1492,102246.161
1493,212839.2143
1494,271135.2943
1495,257588.8952
1496,239289.6837
1497,185642.496
1498,166290.9512
1499,161488.8788
1500,150783.1734
1501,172471.8406
1502,151616.8628
1503,274061.8656
1504,239269.8338
1505,215192.2957
1506,200421.4605
1507,247691.4351
1508,201588.0839
1509,165873.7295
1510,145015.5725
1511,141448.0858
1512,170775.0817
1513,167839.4826
1514,150087.6931
1515,206526.1379
1516,154882.0752
1517,177768.7694
1518,131851.4557
1519,217728.8313
1520,127304.6494
1521,121851.9161
1522,173786.0255
1523,95676.43731
1524,126983.088
1525,111600.4155
1526,115814.045
1527,103648.724
1528,142151.5251
1529,135188.5864
1530,205102.6775
1531,121202.2343
1532,108090.1072
1533,165488.0642
1534,129658.7962
1535,142051.0976
1536,100978.9914
1537,39165.42269
1538,190046.0213
1539,235152.2493
1540,139051.5655
1541,146824.4956
1542,139319.8495
1543,193441.3792
1544,92252.04384
1545,130025.4362
1546,129110.1999
1547,126847.1183
1548,143802.5286
1549,110461.3853
1550,121820.8017
1551,119864.3867
1552,133426.4634
1553,154447.1144
1554,125742.8344
1555,164007.2995
1556,0
1557,82152.35459
1558,86744.9016
1559,81738.19905
1560,147577.6892
1561,126576.1533
1562,138677.4255
1563,114047.1286
1564,122657.5395
1565,130461.2935
1566,253176.132
1567,64326.44406
1568,210905.753
1569,113565.3365
1570,153319.8324
1571,115207.4467
1572,147489.1595
1573,247839.8142
1574,132861.7095
1575,235980.5969
1576,225536.3781
1577,197404.1448
1578,138999.5272
1579,133249.2717
1580,195773.8611
1581,164194.7706
1582,133155.6469
1583,272281.2705
1584,230605.4567
1585,150134.5819
1586,0
1587,109415.8638
1588,170087.7558
1589,94455.61168
1590,140609.4612
1591,83281.14517
1592,136317.6414
1593,125968.4688
1594,0
1595,107651.7821
1596,211893.4068
1597,160173.3403
1598,209441.444
1599,210893.0219
1600,187157.1479
1601,39982.05431
1602,118251.1885
1603,81256.40912
1604,277616.8129
1605,249629.0807
1606,154968.7627
1607,186645.5714
1608,212278.2776
1609,195186.2074
1610,154282.8233
1611,150681.3753
1612,209634.5643
1613,164037.0458
1614,131634.2244
1615,72404.28005
1616,60336.60479
1617,80836.02231
1618,117718.9438
1619,152230.2611
1620,181147.5941
1621,135838.5047
1622,134448.0457
1623,272241.297
1624,218474.7185
1625,118879.4911
1626,172213.3044
1627,175163.2173
1628,283579.6583
1629,186292.0044
1630,320395.7686
1631,221415.7974
1632,225170.0377
1633,183521.418
1634,195120.5585
1635,178987.1175
1636,158108.9136
1637,190524.3057
1638,214972.8719
1639,186357.1227
1640,256091.5932
1641,181935.0621
1642,266259.6315
1643,230598.0421
1644,227605.9185
1645,195462.9875
1646,162981.9947
1647,161836.5693
1648,136662.6112
1649,147629.0524
1650,113096.2182
1651,110483.7082
1652,101920.0513
1653,108519.882
1654,144324.7368
1655,130392.2883
1656,130607.7903
1657,145036.3229
1658,147552.5115
1659,122721.3079
1660,148366.0325
1661,397880.413
1662,374038.3944
1663,368374.8108
1664,454725.0063
1665,333004.5904
1666,316941.3077
1667,353289.5023
1668,355267.2196
1669,321728.8223
1670,348175.1259
1671,236247.3594
1672,384687.1303
1673,275111.3279
1674,233333.0826
1675,177982.7013
1676,183167.2724
1677,195280.3045
1678,438670.6553
1679,370002.5813
1680,330521.2542
1681,293732.54
1682,308778.5044
1683,183683.8165
1684,194754.7516
1685,188480.7846
1686,177629.2184
1687,192981.2005
1688,201860.6692
1689,208427.4339
1690,205441.4187
1691,194661.9249
1692,281584.8041
1693,195277.6557
1694,178501.6597
1695,176389.017
1696,254403.8321
1697,180526.2364
1698,303226.4202
1699,273487.1821
1700,238292.8172
1701,262670.0618
1702,252065.156
1703,240935.2214
1704,258514.2985
1705,255677.2831
1706,417541.3979
1707,234062.5529
1708,205383.9031
1709,256426.9776
1710,223518.9484
1711,278173.112
1712,241697.74
1713,263829.7605
1714,218989.5366
1715,215492.3093
1716,197113.5904
1717,193127.8486
1718,146274.2815
1719,242598.9638
1720,253433.3206
1721,185309.7344
1722,135114.5681
1723,159996.7366
1724,213603.4302
1725,238725.1803
1726,196552.5751
1727,162947.6866
1728,203208.7949
1729,170301.207
1730,0
1731,120092.1189
1732,127470.6932
1733,108216.8544
1734,116660.6654
1735,146379.4723
1736,110133.1888
1737,308764.3876
1738,227028.1764
1739,263571.912
1740,197559.6966
1741,179468.4682
1742,170296.888
1743,181782.9326
1744,333462.3573
1745,226120.2328
1746,243143.6082
1747,227983.0375
1748,228951.9068
1749,153399.2519
1750,154493.6225
1751,233025.375
1752,112704.7846
1753,154806.044
1754,201258.8823
1755,151484.2353
1756,117516.8101
1757,112378.0997
1758,137656.8695
1759,182199.7425
1760,158934.5041
1761,148730.6651
1762,181632.4963
1763,185429.0673
1764,119030.4666
1765,191902.7571
1766,177329.0236
1767,203864.6436
1768,148524.3143
1769,168300.579
1770,169047.9677
1771,119641.9319
1772,132316.8642
1773,116928.2131
1774,138426.7429
1775,146595.1846
1776,120987.4105
1777,110417.935
1778,149364.942
1779,0
1780,185326.2783
1781,122689.8015
1782,71722.04878
1783,137102.6956
1784,90754.86129
1785,145926.0502
1786,161161.6926
1787,186195.1755
1788,37993.55482
1789,109560.0627
1790,54896.55531
1791,205203.8556
1792,164908.4657
1793,134691.3475
1794,182740.8625
1795,132584.2134
1796,169446.3396
1797,131934.0735
1798,117001.2849
1799,112691.3693
1800,124240.4804
1801,121060.988
1802,150269.292
1803,163199.9877
1804,115208.4422
1805,141519.5762
1806,135772.1098
1807,153146.4919
1808,127523.5407
1809,133411.3982
1810,133681.4141
1811,94122.71689
1812,90534.49342
1813,126491.8123
1814,78097.09354
1815,0
1816,111237.5098
1817,112567.473
1818,202028.6272
1819,158503.4758
1820,49071.75495
1821,121254.4573
1822,142917.9548
1823,29168.88695
1824,139272.7943
1825,141156.4638
1826,89590.3125
1827,103867.5872
1828,129712.9231
1829,135686.1501
1830,158322.4306
1831,185522.0106
1832,98143.30683
1833,163990.4633
1834,133459.6859
1835,132093.4351
1836,135870.2025
1837,88933.01265
1838,132081.3765
1839,95001.71043
1840,169260.0068
1841,144625.6394
1842,89985.67339
1843,136912.7329
1844,147408.2957
1845,148959.9144
1846,130159.7235
1847,171412.6322
1848,0
1849,0
1850,125792.0102
1851,156851.231
1852,127631.6293
1853,142052.7161
1854,179222.6222
1855,174519.1428
1856,225962.7777
1857,0
1858,0
1859,0
1860,139459.7405
1861,0
1862,299196.276
1863,297700.0363
1864,297714.1734
1865,383571.4889
1866,370810.9764
1867,234824.5192
1868,290175.9989
1869,218909.0888
1870,233167.4688
1871,287355.0608
1872,186960.9468
1873,228233.0256
1874,145381.0415
1875,207265.399
1876,194625.131
1877,213114.1344
1878,214088.0149
1879,122882.0839
1880,139227.1119
1881,246757.434
1882,255933.7569
1883,207366.5155
1884,217431.2114
1885,257909.9174
1886,307051.5545
1887,217463.675
1888,252170.2312
1889,176025.0675
1890,130350.0772
1891,155416.3485
1892,86949.50421
1893,138334.32
1894,118940.9141
1895,147172.8921
1896,109675.3693
1897,100845.9923
1898,119958.7061
1899,154607.0692
1900,143008.6638
1901,150365.7286
1902,122949.9456
1903,198966.0865
1904,144637.6667
1905,182339.9308
1906,156206.6102
1907,204096.3396
1908,102557.035
1909,147935.4727
1910,121396.5429
1911,205834.5803
1912,312480.2659
1913,162509.1498
1914,65242.95885
1915,322851.1752
1916,0
1917,242778.7934
1918,137393.329
1919,176017.8269
1920,184372.5382
1921,389809.9311
1922,366628.7463
1923,224143.811
1924,230419.7559
1925,228786.4134
1926,389267.7193
1927,131122.0537
1928,150548.9396
1929,117240.6362
1930,139284.9589
1931,137492.0167
1932,133499.5426
1933,200444.4862
1934,171881.1671
1935,164825.2018
1936,201537.1558
1937,176131.0264
1938,180824.0709
1939,281366.9958
1940,192931.5422
1941,177024.5928
1942,190799.8925
1943,223000.1208
1944,361588.9393
1945,377875.0327
1946,142806.1068
1947,344997.9163
1948,183522.4131
1949,269250.7686
1950,215499.2614
1951,243582.4059
1952,214566.2045
1953,166451.8307
1954,221116.0154
1955,133588.2052
1956,294000.0995
1957,166133.3849
1958,272741.8192
1959,151406.1919
1960,113047.3089
1961,122829.5305
1962,91865.17012
1963,100138.0311
1964,100202.1758
1965,141548.1685
1966,137525.2449
1967,278217.4713
